0.0557706,-0.0175776,0.000315958,0.000324683
0.0562638,-0.0180709,0.000315841,0.000324654
0.0556062,-0.017742,0.000315876,0.000324788
0.0552773,-0.0182353,0.000315958,0.00032499
0.0556062,-0.017742,0.000316017,0.000325196
0.0556062,-0.0179064,0.000316039,0.000325381
0.0549485,-0.0182353,0.000316045,0.00032555
0.0551129,-0.0183997,0.000316074,0.000325735
0.0551129,-0.017742,0.000316127,0.000325936
0.0551129,-0.0180709,0.000316185,0.000326123
0.0546196,-0.0183997,0.000316252,0.000326313
0.0556062,-0.0179064,0.000316344,0.000326518
0.0557706,-0.0179064,0.000316457,0.000326705
0.0554417,-0.0175776,0.000316567,0.000326855
0.0556062,-0.0175776,0.000316647,0.000326971
0.0557706,-0.0172487,0.00031669,0.000327053
0.0549485,-0.0182353,0.000316725,0.000327132
0.0549485,-0.0183997,0.000316781,0.000327252
0.0554417,-0.0179064,0.000316849,0.0003274
0.054784,-0.0183997,0.000316911,0.000327542
0.0556062,-0.0179064,0.000316979,0.000327672
0.0556062,-0.0180709,0.000317056,0.000327777
0.0557706,-0.017742,0.000317133,0.000327847
0.0552773,-0.0180709,0.000317204,0.00032789
0.0552773,-0.0175776,0.00031726,0.000327912
0.0557706,-0.0174132,0.000317297,0.00032793
0.0556062,-0.017742,0.000317315,0.000327944
0.0551129,-0.0179064,0.000317314,0.00032793
0.0552773,-0.017742,0.000317303,0.000327881
0.0556062,-0.0174132,0.000317276,0.0003278
0.0556062,-0.0175776,0.000317225,0.000327689
0.054784,-0.0183997,0.000317165,0.000327567
0.0552773,-0.0180709,0.00031711,0.00032746
0.0546196,-0.0183997,0.000317051,0.000327365
0.0557706,-0.0174132,0.00031701,0.000327284
0.0549485,-0.0180709,0.000317,0.00032722
0.055935,-0.017742,0.000317011,0.000327146
0.054784,-0.0187285,0.000317053,0.00032707
0.054784,-0.0183997,0.000317124,0.000327011
0.0551129,-0.0187285,0.00031719,0.000326955
0.0544552,-0.0182353,0.000317243,0.00032689
0.0544552,-0.0185641,0.000317296,0.00032681
0.0542908,-0.0190574,0.000317348,0.000326708
0.0551129,-0.0183997,0.000317403,0.000326603
0.0541263,-0.0183997,0.000317478,0.000326505
0.0541263,-0.018893,0.000317561,0.000326401
0.0544552,-0.0187285,0.00031763,0.000326275
0.0544552,-0.0190574,0.000317681,0.00032612
0.0546196,-0.0187285,0.000317723,0.000325941
0.0544552,-0.0185641,0.000317756,0.00032575
0.0549485,-0.0185641,0.000317785,0.000325556
0.054784,-0.0180709,0.000317822,0.000325371
0.054784,-0.0190574,0.000317855,0.000325213
0.054784,-0.0182353,0.000317863,0.000325079
0.0549485,-0.0190574,0.000317841,0.000324961
0.0544552,-0.0185641,0.000317799,0.000324847
0.054784,-0.0185641,0.000317742,0.000324714
0.0549485,-0.0183997,0.000317657,0.000324551
0.055935,-0.0175776,0.00031757,0.000324389
0.0556062,-0.017742,0.000317522,0.000324264
0.0551129,-0.0182353,0.000317493,0.00032416
0.0551129,-0.0182353,0.000317462,0.000324048
0.054784,-0.0185641,0.000317437,0.000323934
0.0552773,-0.0183997,0.000317417,0.000323828
0.0552773,-0.0179064,0.000317369,0.00032372
0.0556062,-0.0180709,0.000317284,0.000323591
0.0554417,-0.017742,0.000317171,0.000323432
0.0554417,-0.0179064,0.000317022,0.000323245
0.0556062,-0.017742,0.000316833,0.000323024
0.0556062,-0.0179064,0.000316606,0.000322769
0.0554417,-0.0182353,0.000316342,0.000322496
0.0554417,-0.0185641,0.000316054,0.000322235
0.0554417,-0.0182353,0.000315745,0.000321994
0.0557706,-0.017742,0.000315415,0.000321751
0.0556062,-0.0175776,0.000315062,0.000321509
0.0562638,-0.0172487,0.000314694,0.000321285
0.0556062,-0.0180709,0.000314335,0.000321085
0.055935,-0.0179064,0.000313974,0.000320895
0.0560994,-0.0172487,0.000313591,0.0003207
0.0562638,-0.0175776,0.000313187,0.000320498
0.0560994,-0.017742,0.000312764,0.000320276
0.0552773,-0.0180709,0.000312342,0.00032004
0.0557706,-0.0183997,0.000311948,0.000319825
0.0554417,-0.0175776,0.00031157,0.000319639
0.0556062,-0.0179064,0.000311189,0.000319455
0.0554417,-0.0183997,0.000310799,0.000319257
0.054784,-0.0183997,0.000310412,0.000319062
0.0549485,-0.0182353,0.000310052,0.000318859
0.0556062,-0.0179064,0.000309712,0.000318634
0.0549485,-0.0183997,0.000309383,0.000318394
0.0554417,-0.0183997,0.000309056,0.000318136
0.0552773,-0.0185641,0.000308728,0.00031785
0.0552773,-0.0182353,0.00030839,0.000317541
0.0556062,-0.0183997,0.000308044,0.000317214
0.0556062,-0.0180709,0.000307705,0.000316871
0.0552773,-0.018893,0.000307367,0.000316532
0.0552773,-0.0180709,0.000307006,0.000316212
0.0551129,-0.0185641,0.000306617,0.000315903
0.0557706,-0.0172487,0.000306221,0.000315615
0.0556062,-0.0180709,0.00030583,0.000315371
0.0554417,-0.0180709,0.000305429,0.000315124
0.0549485,-0.0185641,0.000305017,0.000314854
0.0549485,-0.0183997,0.000304615,0.000314584
0.0557706,-0.0183997,0.000304235,0.000314308
0.0552773,-0.0185641,0.000303868,0.000314015
0.0551129,-0.018893,0.000303492,0.000313717
0.0556062,-0.0179064,0.000303104,0.00031344
0.0546196,-0.018893,0.000302731,0.000313195
0.054784,-0.0187285,0.000302387,0.000312965
0.0542908,-0.0192218,0.000302071,0.000312733
0.0539619,-0.0195507,0.00030179,0.000312517
0.054784,-0.0190574,0.00030155,0.00031232
0.054784,-0.0193862,0.000301334,0.000312113
0.0551129,-0.0185641,0.000301139,0.000311901
0.054784,-0.0192218,0.000300967,0.000311704
0.0554417,-0.0185641,0.000300814,0.000311513
0.0551129,-0.0187285,0.000300687,0.000311335
0.055935,-0.0180709,0.000300589,0.000311189
0.0557706,-0.0183997,0.000300531,0.000311078
0.0556062,-0.0185641,0.000300488,0.000310969
0.0562638,-0.0174132,0.000300435,0.00031086
0.0551129,-0.018893,0.000300403,0.000310802
0.0552773,-0.0182353,0.00030042,0.000310787
0.0557706,-0.0179064,0.000300455,0.000310761
0.054784,-0.0185641,0.000300497,0.000310721
0.0557706,-0.0179064,0.000300567,0.000310686
0.0549485,-0.018893,0.000300662,0.000310664
0.0546196,-0.0187285,0.000300785,0.000310676
0.0556062,-0.0185641,0.000300948,0.000310706
0.054784,-0.018893,0.000301133,0.000310727
