0.00389 ,0.00389 ,0.00389 ,0.00389
0.00388 ,0.00390 ,0.00389 ,0.00389
0.00386 ,0.00392 ,0.00390 ,0.00388
0.00384 ,0.00394 ,0.00390 ,0.00388
0.00381 ,0.00397 ,0.00390 ,0.00388
0.00378 ,0.00400 ,0.00390 ,0.00388
0.00375 ,0.00403 ,0.00390 ,0.00388
0.00372 ,0.00407 ,0.00389 ,0.00389
0.00368 ,0.00411 ,0.00388 ,0.00389
0.00363 ,0.00416 ,0.00387 ,0.00390
0.00359 ,0.00422 ,0.00386 ,0.00391
0.00354 ,0.00427 ,0.00385 ,0.00393
0.00348 ,0.00434 ,0.00384 ,0.00394
0.00343 ,0.00441 ,0.00382 ,0.00396
0.00337 ,0.00448 ,0.00380 ,0.00397
0.00331 ,0.00456 ,0.00378 ,0.00399
0.00325 ,0.00464 ,0.00375 ,0.00402
0.00319 ,0.00473 ,0.00373 ,0.00404
0.00312 ,0.00482 ,0.00370 ,0.00407
0.00306 ,0.00492 ,0.00367 ,0.00411
0.00299 ,0.00502 ,0.00363 ,0.00414
0.00293 ,0.00513 ,0.00359 ,0.00418
0.00286 ,0.00524 ,0.00355 ,0.00422
0.00280 ,0.00535 ,0.00351 ,0.00427
0.00273 ,0.00548 ,0.00346 ,0.00432
0.00266 ,0.00560 ,0.00341 ,0.00437
0.00260 ,0.00573 ,0.00336 ,0.00443
0.00253 ,0.00587 ,0.00331 ,0.00449
0.00246 ,0.00602 ,0.00325 ,0.00455
0.00240 ,0.00617 ,0.00320 ,0.00462
0.00233 ,0.00632 ,0.00314 ,0.00470
0.00227 ,0.00649 ,0.00308 ,0.00477
0.00220 ,0.00666 ,0.00302 ,0.00486
0.00213 ,0.00684 ,0.00295 ,0.00494
0.00207 ,0.00702 ,0.00289 ,0.00503
0.00200 ,0.00722 ,0.00282 ,0.00513
0.00194 ,0.00742 ,0.00275 ,0.00523
0.00188 ,0.00763 ,0.00268 ,0.00534
0.00181 ,0.00785 ,0.00261 ,0.00545
0.00175 ,0.00809 ,0.00254 ,0.00556
0.00169 ,0.00833 ,0.00247 ,0.00569
0.00163 ,0.00858 ,0.00240 ,0.00582
0.00157 ,0.00884 ,0.00233 ,0.00595
0.00151 ,0.00911 ,0.00226 ,0.00609
0.00145 ,0.00939 ,0.00219 ,0.00624
0.00140 ,0.00969 ,0.00211 ,0.00640
0.00134 ,0.01000 ,0.00204 ,0.00656
0.00129 ,0.01032 ,0.00197 ,0.00673
0.00123 ,0.01065 ,0.00190 ,0.00690
0.00118 ,0.01100 ,0.00183 ,0.00709
0.00113 ,0.01136 ,0.00176 ,0.00728
0.00108 ,0.01174 ,0.00169 ,0.00748
0.00103 ,0.01213 ,0.00162 ,0.00769
0.00098 ,0.01254 ,0.00156 ,0.00791
0.00094 ,0.01297 ,0.00149 ,0.00814
0.00089 ,0.01341 ,0.00143 ,0.00838
0.00085 ,0.01387 ,0.00136 ,0.00862
0.00080 ,0.01434 ,0.00130 ,0.00888
0.00076 ,0.01484 ,0.00124 ,0.00915
0.00072 ,0.01536 ,0.00118 ,0.00943
0.00069 ,0.01589 ,0.00112 ,0.00972
0.00065 ,0.01645 ,0.00106 ,0.01002
0.00061 ,0.01703 ,0.00101 ,0.01034
0.00058 ,0.01763 ,0.00096 ,0.01067
0.00054 ,0.01825 ,0.00090 ,0.01100
0.00051 ,0.01890 ,0.00085 ,0.01136
0.00048 ,0.01957 ,0.00081 ,0.01172
0.00045 ,0.02026 ,0.00076 ,0.01210
0.00043 ,0.02098 ,0.00071 ,0.01250
0.00040 ,0.02172 ,0.00067 ,0.01290
0.00037 ,0.02249 ,0.00063 ,0.01333
0.00035 ,0.02328 ,0.00059 ,0.01376
0.00033 ,0.02410 ,0.00055 ,0.01422
0.00030 ,0.02495 ,0.00052 ,0.01469
