-0.0114293,-0.026063
-0.0104427,-0.0258985
-0.00830525,-0.0245831
-0.0112649,-0.0240899
-0.0107716,-0.0240899
-0.0114293,-0.0235966
-0.0140601,-0.023761
-0.00912736,-0.0226101
-0.00994948,-0.0232678
-0.00945621,-0.0267207
-0.00731871,-0.0267207
-0.00370139,-0.0235966
-0.00600332,-0.028036
-0.00715428,-0.0245831
-0.0112649,-0.0235966
-0.00485236,-0.023761
-0.00649659,-0.0240899
-0.0102783,-0.0214591
-0.0124158,-0.0252408
-0.00994948,-0.0239255
-0.0101139,-0.0268851
-0.0138956,-0.0263918
-0.0173485,-0.0257341
-0.0147178,-0.024912
-0.0178418,-0.0268851
-0.0166908,-0.0240899
-0.0138956,-0.0226101
-0.0130735,-0.0273783
-0.0104427,-0.0262274
-0.00846967,-0.0245831
-0.00994948,-0.0244187
-0.00814082,-0.0283649
-0.00814082,-0.0255697
-0.00600332,-0.0267207
-0.00271486,-0.0272139
-0.00238601,-0.0252408
-0.00403024,-0.0227745
-0.00435909,-0.0242543
-0.00962063,-0.026063
-0.00748313,-0.0252408
-0.00435909,-0.0258985
-0.00649659,-0.024912
-0.00912736,-0.0247476
-0.00731871,-0.0252408
-0.00468793,-0.0268851
-0.00567447,-0.0231033
-0.0051812,-0.0258985
-0.00567447,-0.0282005
-0.00600332,-0.0227745
-0.00962063,-0.0245831
-0.0101139,-0.0275428
-0.00764755,-0.0268851
-0.00863409,-0.0254053
-0.00616774,-0.0267207
-0.00929179,-0.0262274
-0.00994948,-0.0219524
-0.00830525,-0.0235966
-0.00912736,-0.021788
-0.00633217,-0.0258985
-0.0125803,-0.0204726
-0.0106072,-0.023761
-0.00830525,-0.0250764
-0.00698986,-0.0247476
-0.00682544,-0.0267207
-0.0117581,-0.0235966
-0.00978506,-0.0282005
-0.00830525,-0.0252408
-0.0107716,-0.0272139
-0.0114293,-0.0267207
-0.00534563,-0.0257341
-0.00830525,-0.0290226
-0.0111004,-0.0282005
-0.00929179,-0.0275428
-0.00616774,-0.0244187
-0.00764755,-0.0250764
-0.00715428,-0.024912
-0.00731871,-0.0262274
-0.00830525,-0.0255697
-0.00682544,-0.0242543
-0.0137312,-0.0226101
-0.0119226,-0.0255697
